CLIENTNUM,Card_Category,Months_on_book
719587158,Blue,25
715499808,Blue,36
718589133,Blue,56
789235383,Blue,27
773364483,Silver,39
713548158,Blue,36
720264783,Blue,44
715319958,Blue,36
710528583,Blue,16
809990883,Blue,43
714412308,Blue,36
772303458,Blue,51
721243083,Blue,41
711990933,Blue,29
819977058,Blue,41
721467258,Blue,36
719976558,Blue,34
718824783,Blue,41
713303733,Blue,41
711129483,Blue,36
779618433,Blue,38
797757333,Gold,37
814497483,Blue,55
709623483,Blue,41
709056558,Blue,31
708238833,Blue,36
813261408,Blue,47
720424608,Blue,36
798022683,Blue,37
769756983,Blue,32
712674183,Blue,33
708900408,Blue,35
713625483,Blue,44
716869458,Blue,36
788723133,Blue,20
794462133,Blue,35
712604133,Blue,43
714397983,Blue,36
788269158,Blue,27
715898058,Blue,36
711906033,Blue,36
711367308,Blue,19
790186458,Blue,39
712040433,Blue,43
709616958,Silver,30
714633858,Blue,18
794818833,Blue,30
711219333,Blue,14
713384508,Blue,14
772514808,Blue,26
710808108,Blue,27
778973658,Blue,36
712005108,Blue,48
804577833,Blue,39
715028283,Blue,46
789786258,Blue,28
715421058,Blue,36
797166633,Blue,41
711041508,Blue,25
712847208,Blue,36
779174133,Blue,43
715680933,Blue,36
770871708,Blue,48
772643058,Blue,48
718199133,Blue,36
721475133,Blue,36
766322883,Blue,26
771197433,Blue,41
709516458,Blue,22
716456808,Blue,36
716819958,Blue,50
779449308,Blue,28
784891458,Blue,49
790004883,Blue,47
770262183,Blue,25
715277583,Blue,36
815510883,Blue,31
713997183,Blue,36
715107033,Blue,36
720706008,Blue,16
710108133,Blue,36
718983333,Blue,43
714030183,Silver,36
710496708,Blue,32
714935883,Blue,36
718972758,Blue,40
711827958,Blue,47
778724058,Blue,49
809620833,Blue,30
718920708,Blue,25
771051783,Blue,40
715970133,Blue,24
806889633,Blue,33
717338733,Blue,22
779223858,Blue,27
769980333,Blue,30
716112933,Blue,36
788783133,Blue,39
816325533,Blue,34
720113433,Blue,48
717233058,Blue,26
710233683,Blue,36
778327908,Blue,40
716400633,Blue,24
787488108,Blue,36
771649083,Blue,51
789853533,Blue,44
806256333,Blue,36
796336833,Blue,45
713763633,Blue,46
710942358,Blue,36
713974533,Blue,45
787231233,Silver,28
719810583,Blue,54
717124983,Blue,43
787523283,Blue,27
719493858,Blue,43
709897983,Blue,24
717225258,Blue,27
803148033,Blue,48
779474958,Blue,17
712060158,Blue,18
713292933,Blue,36
710982858,Blue,36
714542058,Silver,44
712319058,Blue,29
744483633,Blue,28
714947883,Blue,36
788776908,Blue,28
714802458,Blue,30
721485708,Blue,46
716378658,Blue,36
713375658,Blue,17
717828108,Blue,42
788784258,Blue,41
718875483,Blue,40
811111083,Blue,51
715749108,Gold,37
780197133,Blue,30
719146008,Blue,39
717727308,Blue,36
718445883,Blue,36
795997908,Blue,30
710159658,Blue,32
716068683,Blue,36
778844433,Blue,30
715161633,Blue,38
773270058,Blue,50
714120258,Blue,36
720076458,Blue,52
720693033,Blue,36
719978583,Blue,40
712784058,Blue,36
717261708,Blue,36
803665983,Blue,46
815838633,Blue,29
826706208,Blue,51
721218408,Blue,41
779484408,Blue,19
710416533,Blue,52
719706483,Blue,20
712206858,Blue,36
709886583,Blue,28
711040758,Blue,36
817197333,Blue,13
718929708,Blue,50
721150833,Blue,18
714514983,Blue,35
779888658,Blue,40
715883358,Blue,39
713363583,Blue,17
772935108,Silver,38
820075983,Blue,21
721502958,Blue,42
708596283,Blue,23
710325258,Silver,36
708823908,Blue,28
826401858,Blue,32
709554483,Blue,36
710545158,Blue,36
788621658,Blue,37
716713533,Blue,44
712338033,Blue,26
711639708,Blue,32
720216108,Blue,14
718708908,Blue,36
802890333,Blue,53
712965183,Blue,52
796170933,Blue,51
712816833,Blue,48
814829583,Blue,37
798769458,Blue,23
818034558,Blue,39
719483358,Blue,14
719647383,Blue,36
714909108,Blue,36
793678608,Silver,40
720854358,Blue,14
709126833,Blue,36
788896983,Blue,38
715731033,Blue,42
717636933,Blue,40
772658658,Blue,47
755943033,Blue,27
772399983,Silver,45
826130133,Blue,54
719238183,Blue,35
802666083,Blue,42
713682708,Blue,37
712774008,Blue,46
717627333,Blue,40
779542608,Blue,32
715322958,Blue,36
779100408,Blue,15
715352883,Blue,36
789963033,Blue,45
710687508,Blue,56
789656358,Blue,35
715720083,Blue,39
716584158,Blue,42
815727183,Blue,31
717066408,Blue,36
708104658,Blue,36
718016808,Blue,55
814571058,Blue,24
714757908,Silver,36
710345808,Blue,36
814752558,Blue,45
721284258,Blue,44
719336583,Blue,44
797638383,Blue,43
708434733,Blue,50
711802758,Blue,53
720620058,Blue,36
819169683,Blue,29
709757583,Blue,36
789307833,Blue,34
823912308,Blue,34
720746208,Blue,43
709121283,Blue,36
714093108,Blue,36
718368333,Blue,13
806752533,Blue,22
758521983,Blue,26
779473308,Blue,14
709376508,Blue,49
712589658,Silver,30
712141683,Blue,28
712494108,Silver,36
721350783,Blue,38
710133858,Blue,30
719152383,Blue,26
715174158,Blue,36
780040758,Blue,24
719525358,Blue,43
710892408,Blue,36
713295183,Blue,29
789871233,Blue,39
712663533,Blue,32
820906233,Blue,41
821163408,Blue,37
708947208,Blue,17
715261458,Blue,36
789310833,Blue,34
818294958,Blue,47
713902983,Blue,36
771693933,Blue,50
827984658,Blue,45
789012633,Blue,17
807237783,Blue,45
803408733,Blue,26
824667708,Blue,28
807165033,Blue,44
809984133,Blue,32
718949433,Silver,31
751227183,Blue,29
716331408,Blue,36
714199983,Gold,40
774172158,Blue,19
708171858,Blue,28
709074108,Blue,24
721304133,Blue,36
787430733,Blue,41
711225933,Blue,36
717478983,Blue,19
720949083,Blue,33
712851108,Blue,31
713151258,Blue,35
799731033,Blue,28
822138333,Blue,56
708532308,Blue,36
713718558,Blue,37
778939683,Blue,32
713322633,Blue,43
754671558,Blue,43
719291283,Blue,28
720659283,Blue,31
719535558,Blue,36
771032658,Blue,41
709468683,Blue,56
719455908,Blue,38
816890883,Blue,30
709826058,Blue,36
735008958,Blue,35
713766183,Blue,36
719148633,Blue,46
789266208,Blue,45
718373658,Blue,28
712255458,Blue,36
789494133,Blue,21
714178458,Blue,35
717595908,Blue,37
798114033,Blue,40
709479558,Blue,36
778148283,Blue,41
719363283,Blue,36
716225433,Blue,51
719882583,Blue,34
711076533,Blue,42
820651908,Blue,41
710884683,Silver,40
797468658,Blue,47
716375883,Blue,36
711534183,Blue,36
721083258,Blue,22
717986058,Blue,13
804610908,Blue,44
717602733,Blue,35
770952933,Blue,40
713233908,Blue,21
755365233,Blue,27
715105908,Silver,15
712658283,Blue,28
708796458,Blue,18
713557533,Blue,21
710524533,Blue,36
713412558,Blue,22
720000708,Blue,26
718934058,Blue,26
710607408,Blue,28
717613233,Silver,33
821710308,Blue,33
716089983,Blue,24
720430083,Blue,36
712071708,Blue,36
770721858,Blue,56
751381458,Blue,36
715629783,Silver,36
768886533,Blue,31
711023508,Blue,43
711291558,Blue,36
714929283,Blue,36
716285358,Blue,36
710958033,Blue,39
711368283,Blue,27
807275733,Blue,22
708231183,Blue,22
789690483,Blue,25
789338583,Blue,32
717411483,Blue,36
720799608,Blue,49
714112383,Blue,43
717994608,Blue,40
798558783,Blue,41
716875083,Blue,36
714603558,Blue,24
789903708,Blue,35
801989733,Blue,48
789504183,Blue,28
714574083,Blue,31
717978033,Blue,36
711256908,Blue,28
721023708,Blue,36
714522258,Blue,48
714247458,Blue,46
780416433,Blue,25
713644758,Blue,36
712700358,Blue,26
779873508,Blue,35
779342958,Blue,13
711738333,Blue,23
709413933,Blue,40
720323208,Silver,31
708132783,Blue,42
713372583,Blue,19
710092683,Blue,30
779284833,Blue,37
713426358,Blue,36
717132633,Blue,50
714967233,Blue,34
767587833,Blue,37
714954033,Blue,36
716154258,Silver,38
755399433,Blue,36
709876008,Blue,36
709918158,Blue,23
713350908,Blue,36
715759458,Blue,31
713976258,Blue,46
790174608,Blue,30
771335358,Blue,24
708382083,Blue,36
771829758,Blue,25
767333808,Blue,43
721385433,Blue,51
794293908,Blue,30
720409608,Blue,35
717830583,Blue,36
715455708,Blue,37
719108358,Blue,31
769323183,Blue,45
820020258,Blue,46
719234883,Blue,49
807349158,Blue,31
710799783,Blue,36
778456983,Blue,23
708644208,Blue,34
711659958,Blue,56
798988983,Blue,45
710760258,Blue,38
799700208,Silver,32
772401933,Blue,26
787460883,Blue,28
770937183,Silver,27
715468083,Silver,36
807161508,Blue,20
772268058,Blue,35
710166783,Blue,36
804820233,Blue,33
708758658,Blue,39
714011358,Blue,24
712401033,Blue,23
771212508,Blue,21
821150958,Blue,47
792272658,Blue,34
809818008,Blue,31
803231058,Blue,47
715698633,Blue,36
720450108,Blue,44
719076858,Blue,20
720016308,Blue,54
712443558,Blue,36
711835758,Blue,42
709284333,Blue,28
788122533,Blue,48
709206333,Blue,30
713039808,Blue,32
801700233,Blue,28
716815308,Blue,36
821149008,Blue,48
720580383,Blue,37
780202908,Blue,43
787504158,Blue,24
716183283,Blue,15
824168808,Blue,27
712936908,Blue,36
719855958,Blue,28
710112933,Blue,18
768364233,Blue,53
771725808,Blue,31
780686358,Blue,30
712762758,Blue,34
714392808,Blue,43
713089458,Blue,33
826780683,Blue,36
780251658,Blue,18
772273983,Blue,37
737944908,Blue,51
720688158,Blue,25
719902908,Blue,36
771682533,Blue,31
708193008,Blue,30
772449858,Blue,41
715992558,Blue,38
708502908,Silver,48
720132258,Silver,36
708704433,Blue,23
720906033,Blue,25
719961183,Blue,53
718838808,Blue,23
710268858,Blue,22
788360283,Blue,26
717914808,Blue,36
802884933,Blue,55
714436383,Blue,34
718785483,Silver,29
708816408,Blue,32
715363908,Blue,26
709163358,Gold,32
827643858,Blue,41
711251133,Blue,27
716896833,Blue,38
789193383,Blue,54
712801758,Blue,27
719836083,Blue,36
718291233,Blue,33
718682883,Blue,34
771503958,Blue,37
771960708,Blue,40
717427983,Silver,39
712737108,Blue,36
771599283,Blue,41
717237708,Blue,38
710703708,Silver,35
712513458,Blue,38
709690158,Blue,36
709959858,Blue,32
720683958,Gold,36
780704358,Silver,23
717843783,Silver,17
718318383,Blue,36
708849858,Blue,35
712652283,Blue,28
793461933,Blue,31
720084183,Blue,34
767114958,Blue,56
709216533,Blue,36
720897783,Blue,30
773503308,Blue,53
719963433,Blue,29
708139833,Blue,30
710664558,Blue,31
713687508,Blue,49
816312633,Blue,47
712019883,Blue,34
718216008,Blue,38
718345233,Blue,35
771228183,Blue,17
789430083,Blue,32
779524833,Blue,34
823621083,Blue,42
715563558,Blue,40
715424283,Blue,21
807209808,Blue,40
716578158,Blue,29
708911508,Blue,39
717332733,Silver,37
710681808,Blue,42
708740808,Blue,36
711728208,Blue,34
720562008,Silver,22
709012083,Blue,28
771073908,Blue,48
718174908,Blue,36
709550958,Blue,32
720411183,Blue,22
720776508,Blue,25
755615208,Blue,42
708147108,Blue,36
827476983,Blue,52
716682258,Blue,36
708563433,Blue,56
772277508,Blue,54
712515558,Blue,26
719342808,Blue,30
788957358,Blue,39
778386033,Blue,18
820060758,Blue,45
713271708,Silver,33
720555483,Blue,35
709405758,Blue,28
769463433,Blue,35
786087633,Blue,54
738627708,Blue,41
719527833,Blue,36
715921758,Blue,25
717280158,Blue,36
714179658,Blue,36
806637558,Blue,53
714828708,Blue,36
711989358,Blue,36
720188508,Blue,25
719528958,Blue,36
713110908,Blue,13
721179708,Blue,37
716363658,Blue,36
711443808,Blue,37
778952058,Blue,32
713642133,Blue,30
778908783,Blue,33
778170633,Blue,38
714670533,Blue,37
771833433,Blue,38
772758783,Blue,33
788959758,Blue,33
716878533,Blue,46
713267133,Blue,33
716263533,Blue,36
719026383,Blue,36
821755233,Blue,28
709683633,Silver,13
714318033,Blue,36
828291858,Blue,34
779647608,Blue,22
787605558,Blue,31
771534408,Blue,40
716219808,Blue,36
715690908,Silver,39
789125733,Blue,26
717271983,Silver,53
709695333,Blue,36
712233183,Blue,34
716645883,Blue,36
711762408,Blue,34
818305008,Blue,36
788159433,Blue,45
709104333,Silver,36
708112008,Blue,36
714731208,Blue,55
710006958,Blue,41
815062383,Blue,30
778447908,Blue,33
720725058,Blue,37
803415183,Silver,38
708582858,Blue,25
779833908,Blue,23
818687958,Blue,43
708714108,Silver,31
754872333,Blue,43
718637208,Blue,43
816772908,Silver,33
711935283,Blue,47
716950758,Blue,36
716497908,Blue,36
809358708,Blue,33
716037708,Blue,39
717804783,Blue,27
715338783,Blue,36
779645658,Blue,32
787565433,Blue,43
717287883,Blue,46
715746633,Blue,54
720635883,Blue,24
710077008,Blue,33
804437658,Blue,36
780000258,Blue,38
825785508,Blue,45
720252858,Blue,36
710017758,Blue,36
711750183,Gold,55
718364283,Blue,30
711638658,Blue,25
711046383,Silver,36
720877083,Blue,36
715662258,Blue,36
715570533,Blue,35
758202858,Blue,40
712872183,Blue,24
710014683,Blue,20
716934333,Blue,40
778523733,Blue,31
716353083,Blue,29
753642933,Blue,45
708151008,Blue,41
789646158,Blue,33
712423233,Blue,36
719806233,Blue,20
786509358,Blue,38
711502908,Blue,39
748617858,Blue,28
721532583,Blue,36
789244308,Blue,41
709330383,Silver,19
719136183,Blue,38
716939358,Blue,33
778155558,Blue,38
713461533,Blue,38
803776533,Blue,41
714857508,Blue,36
720348933,Blue,31
721158108,Blue,30
789043008,Blue,43
713362158,Blue,33
712623258,Blue,36
708494583,Blue,36
718394658,Blue,22
719398158,Blue,39
711885258,Blue,31
789161358,Blue,19
787581858,Blue,37
779198133,Blue,33
708314808,Blue,41
720508233,Silver,42
717134058,Blue,36
783366483,Blue,38
715412583,Blue,36
719562108,Silver,20
754457883,Blue,42
742552683,Blue,31
711455133,Blue,36
716387733,Blue,36
772571508,Blue,24
718815108,Blue,38
719266158,Blue,35
720708183,Silver,36
767523933,Blue,45
797466033,Blue,26
771886233,Silver,37
712612233,Blue,22
716516208,Blue,36
709950858,Blue,35
779882508,Blue,37
717472833,Blue,32
712665633,Silver,30
709562358,Blue,43
715391433,Blue,33
708722583,Blue,36
720452508,Blue,37
714566958,Blue,36
816084333,Gold,37
806179683,Blue,56
806244183,Blue,34
787999533,Blue,44
718358808,Blue,50
718474683,Blue,24
716908158,Blue,36
713984208,Blue,33
713013483,Blue,36
754599558,Blue,33
788739633,Blue,16
712411908,Blue,34
717538683,Blue,36
709447908,Blue,33
816834933,Silver,29
718963158,Blue,40
714358008,Blue,36
720758808,Blue,18
708255633,Blue,27
716101308,Blue,35
715986258,Silver,41
715858008,Blue,39
806226933,Blue,32
708361833,Blue,36
778422933,Blue,22
708957183,Blue,36
718000383,Blue,51
714466458,Blue,35
719608308,Blue,29
792995808,Blue,51
716211258,Blue,49
779289033,Blue,28
719356008,Blue,36
718503108,Blue,26
779661033,Silver,32
813053733,Blue,48
718354683,Silver,45
720529308,Blue,48
787578183,Blue,28
737952333,Blue,56
779498058,Blue,21
799707858,Blue,42
719543208,Blue,36
797743233,Blue,39
710658483,Blue,34
715399908,Blue,45
710288883,Blue,32
719912808,Blue,39
720247158,Blue,36
718672233,Blue,38
789593058,Blue,39
710278458,Blue,43
714467733,Silver,36
803026008,Blue,42
772000533,Blue,48
811035483,Silver,42
715480983,Blue,36
819997983,Blue,48
807593058,Blue,36
720437358,Blue,32
719465733,Blue,44
711978858,Blue,49
814364808,Blue,31
788820933,Blue,42
713316558,Blue,29
779856483,Blue,22
717085983,Blue,25
788030208,Silver,33
709914858,Blue,36
716111808,Blue,49
708618933,Blue,13
720446508,Blue,36
756488883,Blue,34
708414033,Blue,38
756727233,Blue,42
720379533,Blue,36
720340383,Blue,25
771453033,Blue,35
708747708,Blue,33
712460433,Blue,25
719801508,Blue,23
720983733,Blue,36
713657733,Blue,36
709955958,Blue,33
719099583,Blue,34
719513733,Blue,41
710654808,Blue,36
719651358,Blue,33
718917408,Blue,38
808753758,Blue,47
711699183,Blue,50
711196458,Blue,20
772565883,Blue,31
717203958,Blue,36
769701258,Blue,18
714933783,Blue,37
717650133,Blue,28
708707808,Blue,45
717331758,Blue,32
801385458,Blue,46
710605458,Blue,39
719570733,Blue,39
708646233,Blue,36
766006758,Blue,56
710695083,Silver,32
709224033,Blue,43
795991758,Blue,41
709381383,Blue,36
810321933,Blue,30
716235783,Blue,39
758833758,Blue,38
713579733,Blue,22
804649833,Blue,29
780971583,Blue,30
804673308,Blue,44
788747358,Blue,29
713199558,Blue,44
713777883,Blue,36
771081558,Blue,42
710229333,Blue,20
720406233,Blue,36
767784708,Blue,41
712052058,Blue,48
715278708,Blue,36
827049558,Blue,43
710248233,Blue,28
712146558,Blue,30
715179933,Blue,36
709215708,Blue,36
710668458,Blue,36
718828083,Blue,43
720781158,Blue,27
716938383,Blue,28
709976358,Blue,42
715688958,Blue,36
721493883,Blue,35
709830783,Silver,36
715354983,Blue,35
713532858,Blue,36
721295658,Blue,55
720313083,Blue,18
720724008,Blue,36
712828533,Blue,36
717007458,Blue,38
710728458,Blue,36
717720108,Blue,31
720648483,Blue,31
770146008,Blue,53
714829683,Blue,36
717015333,Blue,41
757837458,Blue,52
719240358,Blue,50
719036883,Blue,38
714000108,Blue,36
720786033,Blue,42
708917133,Blue,35
818929158,Blue,31
709513458,Blue,36
717705858,Blue,32
716573058,Blue,36
827695683,Blue,36
819189108,Blue,56
716977758,Blue,36
714901383,Blue,38
718500633,Blue,36
713516433,Blue,36
715140933,Silver,39
712642533,Blue,26
721498008,Blue,35
717189183,Blue,24
708902883,Blue,36
817889583,Blue,56
717242058,Blue,39
715628733,Blue,36
716613933,Blue,36
712709508,Blue,40
716306583,Blue,36
720026058,Blue,36
756397458,Silver,47
712644483,Blue,39
814489683,Blue,29
789111483,Blue,34
709573533,Blue,34
807137808,Blue,40
711861258,Blue,36
716660583,Blue,37
717222033,Blue,28
716617608,Blue,36
716786808,Blue,30
718882008,Blue,27
770975133,Blue,23
715234008,Blue,36
709326183,Blue,40
721233033,Blue,38
712319958,Blue,29
712198983,Blue,36
772103208,Blue,33
779502333,Silver,32
718737708,Blue,33
821351958,Blue,36
716142858,Silver,36
826079508,Blue,44
773236983,Blue,40
826717533,Blue,38
789334458,Silver,33
814092858,Blue,44
708355683,Blue,38
803124408,Blue,35
789964983,Blue,36
720303933,Blue,36
708665133,Blue,28
828236133,Blue,45
712000758,Silver,39
715378383,Silver,36
769985883,Blue,39
709297608,Blue,26
716971833,Blue,29
801373833,Blue,43
716040783,Silver,36
817977933,Blue,56
827055333,Blue,39
772116408,Blue,39
734924658,Blue,36
711775383,Blue,36
715019058,Blue,36
780715683,Blue,30
827341383,Blue,34
708757233,Blue,32
710504283,Blue,39
713919183,Blue,39
713171358,Blue,36
773140683,Blue,43
716358033,Blue,43
826410708,Blue,36
789717708,Blue,37
711679533,Blue,43
711342483,Blue,36
720242733,Blue,36
721213833,Blue,32
756624183,Blue,44
717622308,Blue,36
714629358,Blue,34
744307008,Blue,44
708871158,Silver,42
710979033,Blue,20
818903583,Blue,39
712980333,Blue,36
717655458,Silver,28
822112383,Blue,48
711538758,Blue,36
719987733,Blue,38
719184783,Blue,41
715857183,Blue,36
719657583,Blue,40
789713208,Blue,50
802031583,Blue,47
711529383,Blue,41
715371108,Blue,40
712988958,Blue,33
713005908,Blue,36
712236483,Gold,36
711852783,Blue,36
780056733,Blue,22
796903083,Blue,36
716014983,Blue,48
712521783,Blue,47
780045708,Silver,26
719488008,Blue,36
771575058,Blue,33
772137183,Blue,41
779709033,Blue,29
709716258,Blue,36
737986083,Blue,39
713343333,Blue,29
779331558,Blue,27
714973758,Blue,36
718009158,Blue,41
789597408,Silver,32
712165308,Blue,36
821768658,Blue,48
719341683,Blue,31
708637758,Blue,37
779974758,Blue,40
821815458,Blue,44
711708408,Blue,43
812449758,Blue,38
715682208,Blue,36
719914908,Silver,36
714744783,Blue,36
710809833,Silver,27
720942333,Blue,36
709423158,Blue,26
718307433,Blue,36
772607433,Blue,40
801709308,Blue,38
778502958,Silver,35
806656083,Blue,43
823635033,Blue,45
718739508,Blue,39
709272333,Blue,45
721538883,Silver,37
718835583,Blue,41
827970933,Blue,42
719888358,Blue,38
717030633,Blue,34
815085708,Blue,55
716332533,Blue,36
822964683,Blue,47
719335233,Silver,27
779683683,Blue,31
712653183,Blue,36
715485483,Blue,36
788912658,Blue,30
711396483,Blue,36
789220008,Blue,45
716436483,Blue,36
717661908,Silver,36
778459833,Blue,27
769448658,Blue,37
820346133,Blue,54
720119808,Blue,36
721523658,Blue,26
711176133,Blue,36
794560833,Blue,31
718197108,Blue,36
713750583,Blue,36
769576608,Blue,49
708626058,Blue,34
710333883,Blue,37
715401633,Blue,35
755220783,Blue,44
789603183,Blue,41
767564358,Blue,40
789744033,Blue,38
709887483,Blue,45
779765058,Blue,31
789177333,Blue,36
717262833,Blue,36
714878508,Blue,36
711079308,Blue,27
794510358,Blue,26
715033533,Blue,37
779400183,Blue,31
716636808,Blue,36
708733983,Blue,36
710521383,Blue,38
720075558,Blue,36
716468658,Blue,36
717569283,Blue,36
787491483,Blue,29
779995833,Blue,39
714215058,Blue,33
789407958,Blue,33
715118058,Blue,36
713672208,Blue,33
720865383,Blue,45
713701533,Blue,39
778895883,Blue,31
719655258,Blue,36
711205758,Silver,33
806264958,Blue,47
714659133,Blue,37
716425833,Blue,36
712166583,Blue,38
713124558,Blue,34
714048783,Blue,36
708784908,Blue,34
714332658,Blue,35
719169783,Blue,43
718270833,Silver,40
721268133,Blue,36
795343683,Blue,34
715611933,Blue,38
711184983,Blue,29
779601783,Blue,31
784263558,Silver,37
720795858,Blue,25
756629133,Blue,54
714387108,Blue,43
712164333,Blue,29
714429258,Blue,39
796791258,Blue,44
711220683,Blue,36
717582558,Blue,40
714779733,Blue,36
817965858,Blue,37
717358158,Blue,36
720301458,Blue,38
826471458,Blue,38
794579658,Blue,32
717052158,Blue,32
818311533,Blue,48
716156508,Blue,36
711191808,Gold,32
712084383,Blue,56
788641758,Blue,45
788768883,Blue,35
713277783,Silver,36
717451833,Blue,36
712291308,Blue,40
712852233,Blue,53
712312908,Blue,34
773457558,Silver,39
716194683,Blue,30
720563058,Blue,43
719502183,Blue,36
712287333,Blue,30
716944983,Blue,36
718115733,Blue,36
827691858,Blue,42
716431833,Blue,28
717265983,Blue,36
769578858,Silver,33
712815858,Blue,45
815851233,Blue,47
779425608,Blue,32
811532208,Silver,46
713896533,Blue,33
712546233,Blue,39
772148058,Blue,34
771776808,Blue,33
715905633,Blue,36
778282758,Blue,45
717886008,Blue,51
709985133,Blue,24
709289358,Blue,38
720457608,Blue,36
780612558,Blue,46
714216033,Blue,42
710577708,Blue,25
719462433,Blue,36
769063308,Blue,39
715136583,Blue,36
710915358,Blue,55
709841433,Blue,33
710509758,Blue,36
720527058,Blue,24
711787383,Blue,40
715824108,Blue,38
719474583,Blue,30
719282433,Blue,48
772669833,Blue,33
789365508,Blue,39
806641683,Silver,39
805534608,Blue,49
781117533,Blue,36
710294808,Blue,36
718788258,Blue,40
716404383,Blue,36
824795358,Blue,45
715196508,Blue,35
779051808,Blue,16
720695583,Blue,53
826414083,Blue,43
708426483,Blue,36
787472283,Blue,36
716948283,Blue,49
778375458,Blue,32
718504983,Blue,37
709625733,Blue,40
719357058,Blue,56
709626858,Blue,31
711843708,Blue,36
711349083,Blue,28
721462458,Blue,42
780833058,Blue,32
769962933,Blue,34
719095533,Blue,39
709718058,Blue,36
819151083,Blue,41
770778108,Blue,35
718877883,Blue,36
710376708,Blue,33
718366983,Blue,31
719604858,Blue,31
714549558,Blue,32
822955008,Blue,56
712986483,Blue,36
779597133,Blue,44
758426583,Blue,44
716805408,Blue,40
711275433,Blue,36
778968408,Blue,27
827117808,Blue,41
804462633,Blue,38
709321908,Blue,29
714907908,Blue,40
818336508,Blue,45
712597233,Blue,36
711964533,Blue,36
716705433,Silver,36
717983058,Blue,29
709587783,Silver,36
709804533,Blue,34
712076358,Blue,34
711670308,Blue,30
720717108,Blue,51
784789758,Blue,34
779689233,Blue,33
788792583,Blue,26
710657508,Blue,36
716393958,Blue,34
770708133,Blue,33
766131033,Blue,29
719816583,Blue,38
715376508,Blue,42
709300458,Blue,43
778340733,Blue,24
708195633,Silver,32
714729933,Blue,36
794514108,Blue,31
812501358,Blue,41
718961208,Blue,32
814459833,Blue,37
720363258,Blue,29
714496083,Blue,43
713004933,Blue,27
712011633,Blue,36
772466508,Blue,35
708225483,Blue,36
788923758,Blue,13
789150633,Blue,38
710809083,Blue,36
787669233,Blue,41
708119658,Blue,38
737921733,Blue,55
765940683,Blue,30
719732433,Blue,36
715491483,Blue,36
783381933,Blue,37
811554708,Blue,38
719536608,Blue,36
720753183,Blue,36
714505683,Blue,38
711942783,Blue,28
714031983,Silver,36
711372258,Blue,51
710825658,Blue,29
716575758,Blue,39
714732183,Blue,36
714097683,Blue,49
720568083,Blue,36
708121908,Blue,36
778710783,Blue,26
713745783,Gold,36
711043983,Blue,29
716438433,Blue,32
709435533,Blue,41
711080358,Blue,46
718677858,Blue,27
720259308,Blue,30
719346708,Blue,30
719874633,Gold,36
720286908,Blue,40
719168883,Blue,34
789893808,Silver,42
772472208,Blue,40
710402508,Blue,36
710218233,Blue,35
714212358,Blue,36
812956983,Blue,46
780241758,Blue,45
711580908,Blue,42
712835433,Blue,36
716461683,Silver,36
713617608,Silver,33
714622833,Blue,36
712115958,Blue,38
712033833,Blue,34
714548733,Silver,16
719523108,Blue,36
710881008,Blue,29
715098333,Blue,43
708211383,Blue,27
715054683,Blue,42
710670633,Blue,36
784560258,Blue,39
710871108,Silver,36
787770858,Blue,32
721104708,Blue,36
717461283,Blue,24
803028858,Blue,32
716628633,Blue,33
813380058,Blue,56
770135358,Blue,40
719301258,Silver,42
711340233,Blue,34
710002833,Blue,22
808705758,Blue,38
710839308,Blue,21
768687183,Blue,48
720541758,Blue,39
712263258,Blue,38
712751133,Blue,35
779662308,Blue,32
719260608,Silver,31
803319633,Blue,45
708170508,Blue,36
711891933,Blue,40
802875333,Blue,45
719991783,Silver,36
745435533,Blue,37
718063083,Blue,31
710713608,Blue,36
720487308,Blue,38
719770158,Blue,49
712283808,Silver,40
779737233,Blue,35
751076058,Blue,37
736552308,Blue,41
720578058,Blue,42
714932658,Blue,34
804708633,Blue,39
716271183,Blue,37
712442508,Blue,37
719165508,Silver,40
826467333,Blue,53
721027083,Blue,36
713764458,Blue,36
816261858,Blue,56
710850633,Blue,53
805282908,Blue,38
771246708,Blue,27
785119833,Blue,34
716780283,Blue,19
716546283,Blue,36
721308033,Blue,37
779270883,Blue,30
822061683,Blue,34
710058033,Blue,41
710678658,Blue,36
712943508,Blue,36
816263808,Blue,31
714162033,Blue,28
711238908,Blue,54
713971608,Blue,39
715193433,Blue,51
713111883,Blue,31
716911608,Blue,36
822898758,Blue,40
712085733,Blue,36
718583133,Blue,39
772095858,Blue,27
780074733,Blue,27
710182383,Blue,13
713418558,Blue,37
715445883,Blue,29
718599108,Blue,39
711546333,Blue,38
721513833,Blue,36
771669183,Blue,37
774760458,Blue,56
713453733,Blue,37
804415083,Blue,40
711419133,Blue,36
710691633,Blue,43
715008858,Blue,41
771424908,Blue,26
771215583,Blue,26
711012783,Blue,36
827408058,Blue,40
713904708,Blue,36
807596358,Blue,44
708788583,Blue,56
713446083,Blue,39
717888108,Blue,35
819714408,Blue,39
716853258,Blue,45
719455083,Blue,39
779299233,Silver,34
771922008,Blue,46
708887433,Blue,56
713214558,Blue,41
718038483,Blue,35
714053358,Blue,31
713730933,Blue,36
762775908,Blue,39
713181558,Blue,47
713079108,Blue,42
804426858,Blue,30
788379933,Blue,34
713740533,Blue,29
712235433,Blue,36
811705233,Blue,40
714594933,Blue,36
714377058,Blue,36
827114058,Blue,42
708654933,Platinum,42
